location,target_end_date,observed,trend
PT,2020-07-18,30,Stable
RO,2020-07-18,138,Increasing
SE,2020-07-18,93,Decreasing
SI,2020-07-18,0,Stable
SK,2020-07-18,0,Stable
AT,2020-07-25,11,Stable
BE,2020-07-25,21,Decreasing
BG,2020-07-25,39,Increasing
CH,2020-07-25,7,Increasing
CY,2020-07-25,0,Stable
CZ,2020-07-25,11,Increasing
DE,2020-07-25,35,Decreasing
DK,2020-07-25,2,Stable
EE,2020-07-25,0,Stable
ES,2020-07-25,12,Decreasing
FI,2020-07-25,1,Stable
FR,2020-07-25,33,Decreasing
GB,2020-07-25,198,Decreasing
GR,2020-07-25,7,Increasing
HR,2020-07-25,13,Increasing
HU,2020-07-25,0,Decreasing
IE,2020-07-25,11,Increasing
IS,2020-07-25,0,Stable
IT,2020-07-25,60,Decreasing
LI,2020-07-25,0,Stable
LT,2020-07-25,0,Decreasing
LU,2020-07-25,1,Increasing
LV,2020-07-25,0,Stable
MT,2020-07-25,0,Stable
NL,2020-07-25,4,NA
NO,2020-07-25,0,Decreasing
PL,2020-07-25,46,Decreasing
PT,2020-07-25,32,Decreasing
RO,2020-07-25,156,Stable
SE,2020-07-25,78,Decreasing
SI,2020-07-25,5,Increasing
SK,2020-07-25,0,Stable
AT,2020-08-01,10,Increasing
BE,2020-08-01,24,Increasing
BG,2020-08-01,47,Increasing
CH,2020-08-01,6,Increasing
CY,2020-08-01,0,Stable
CZ,2020-08-01,14,Increasing
DE,2020-08-01,30,Decreasing
DK,2020-08-01,2,Decreasing
EE,2020-08-01,0,Stable
ES,2020-08-01,13,Decreasing
FI,2020-08-01,2,Increasing
FR,2020-08-01,68,Decreasing
GB,2020-08-01,172,Decreasing
GR,2020-08-01,5,Increasing
HR,2020-08-01,12,Increasing
HU,2020-08-01,1,Decreasing
IE,2020-08-01,NA,NA
IS,2020-08-01,0,Stable
IT,2020-08-01,44,Decreasing
LI,2020-08-01,0,Stable
LT,2020-08-01,0,Stable
LU,2020-08-01,4,Increasing
LV,2020-08-01,1,Increasing
MT,2020-08-01,0,Stable
NL,2020-08-01,8,NA
NO,2020-08-01,0,Decreasing
PL,2020-08-01,57,Stable
PT,2020-08-01,21,Decreasing
RO,2020-08-01,214,Increasing
SE,2020-08-01,46,Decreasing
SI,2020-08-01,3,Increasing
SK,2020-08-01,1,Increasing
AT,2020-08-08,14,Increasing
BE,2020-08-08,25,Increasing
BG,2020-08-08,60,Increasing
CH,2020-08-08,5,Increasing
CY,2020-08-08,0,Stable
CZ,2020-08-08,6,Stable
DE,2020-08-08,47,Increasing
DK,2020-08-08,2,Stable
EE,2020-08-08,NA,NA
ES,2020-08-08,58,Increasing
FI,2020-08-08,1,Increasing
FR,2020-08-08,54,Decreasing
GB,2020-08-08,147,Decreasing
GR,2020-08-08,5,Increasing
HR,2020-08-08,12,Increasing
HU,2020-08-08,5,Increasing
IE,2020-08-08,9,NA
IS,2020-08-08,0,Stable
IT,2020-08-08,57,Decreasing
LI,2020-08-08,0,Stable
LT,2020-08-08,1,Stable
LU,2020-08-08,4,Increasing
LV,2020-08-08,0,Decreasing
MT,2020-08-08,0,Stable
NL,2020-08-08,9,NA
NO,2020-08-08,1,Decreasing
PL,2020-08-08,79,Increasing
PT,2020-08-08,13,Decreasing
RO,2020-08-08,280,Increasing
SE,2020-08-08,20,Decreasing
SI,2020-08-08,7,Increasing
SK,2020-08-08,2,Increasing
AT,2020-08-15,14,Increasing
BE,2020-08-15,65,Increasing
BG,2020-08-15,50,Increasing
CH,2020-08-15,5,Decreasing
CY,2020-08-15,1,Increasing
CZ,2020-08-15,6,Decreasing
DE,2020-08-15,36,Stable
DK,2020-08-15,4,Increasing
EE,2020-08-15,0,NA
ES,2020-08-15,114,Increasing
FI,2020-08-15,0,Decreasing
FR,2020-08-15,78,Increasing
GB,2020-08-15,152,Decreasing
GR,2020-08-15,15,Increasing
HR,2020-08-15,8,Decreasing
HU,2020-08-15,5,Increasing
IE,2020-08-15,2,NA
IS,2020-08-15,0,Stable
IT,2020-08-15,189,Increasing
LI,2020-08-15,0,Stable
LT,2020-08-15,0,Stable
LU,2020-08-15,3,Increasing
LV,2020-08-15,0,Stable
MT,2020-08-15,0,Stable
NL,2020-08-15,12,Increasing
NO,2020-08-15,5,Increasing
PL,2020-08-15,69,Increasing
PT,2020-08-15,25,Decreasing
RO,2020-08-15,295,Increasing
SE,2020-08-15,20,Decreasing
SI,2020-08-15,3,Decreasing
SK,2020-08-15,0,Stable
AT,2020-08-22,10,Stable
BE,2020-08-22,53,Increasing
BG,2020-08-22,44,Stable
CH,2020-08-22,4,Decreasing
CY,2020-08-22,1,Increasing
CZ,2020-08-22,16,Increasing
DE,2020-08-22,36,Increasing
DK,2020-08-22,1,Decreasing
EE,2020-08-22,0,NA
ES,2020-08-22,221,Increasing
FI,2020-08-22,1,Decreasing
FR,2020-08-22,100,Increasing
GB,2020-08-22,102,Decreasing
GR,2020-08-22,14,Increasing
HR,2020-08-22,5,Decreasing
HU,2020-08-22,4,Increasing
IE,2020-08-22,3,NA
IS,2020-08-22,0,Stable
IT,2020-08-22,38,Stable
LI,2020-08-22,0,Stable
LT,2020-08-22,3,Increasing
LU,2020-08-22,1,Decreasing
LV,2020-08-22,1,Stable
MT,2020-08-22,1,Increasing
NL,2020-08-22,31,Increasing
NO,2020-08-22,3,Increasing
PL,2020-08-22,82,Increasing
PT,2020-08-22,19,Stable
RO,2020-08-22,279,Increasing
SE,2020-08-22,27,Decreasing
SI,2020-08-22,2,Decreasing
SK,2020-08-22,2,Increasing
AT,2020-08-29,12,Decreasing
BE,2020-08-29,NA,NA
BG,2020-08-29,66,Stable
CH,2020-08-29,4,Decreasing
CY,2020-08-29,0,Stable
CZ,2020-08-29,10,Increasing
DE,2020-08-29,22,Decreasing
DK,2020-08-29,2,Stable
EE,2020-08-29,1,NA
ES,2020-08-29,173,Increasing
FI,2020-08-29,0,Decreasing
FR,2020-08-29,89,Increasing
GB,2020-08-29,97,Decreasing
GR,2020-08-29,20,Increasing
HR,2020-08-29,13,Stable
HU,2020-08-29,3,Decreasing
IE,2020-08-29,0,Decreasing
IS,2020-08-29,0,Stable
IT,2020-08-29,43,Stable
LI,2020-08-29,0,Stable
LT,2020-08-29,2,Increasing
LU,2020-08-29,0,Decreasing
LV,2020-08-29,1,Increasing
MT,2020-08-29,0,Stable
NL,2020-08-29,24,Increasing
NO,2020-08-29,0,Decreasing
PL,2020-08-29,81,Stable
PT,2020-08-29,24,Increasing
RO,2020-08-29,306,Stable
SE,2020-08-29,11,Decreasing
SI,2020-08-29,2,Decreasing
SK,2020-08-29,0,Decreasing
AT,2020-09-05,9,Decreasing
BE,2020-09-05,15,NA
BG,2020-09-05,66,Increasing
CH,2020-09-05,7,Increasing
CY,2020-09-05,0,Decreasing
CZ,2020-09-05,10,Increasing
DE,2020-09-05,35,Stable
DK,2020-09-05,3,Decreasing
EE,2020-09-05,0,Stable
ES,2020-09-05,407,Increasing
FI,2020-09-05,3,Increasing
FR,2020-09-05,82,Stable
GB,2020-09-05,93,Decreasing
GR,2020-09-05,20,Increasing
HR,2020-09-05,14,Increasing
HU,2020-09-05,10,Increasing
IE,2020-09-05,0,Decreasing
IS,2020-09-05,0,Stable
IT,2020-09-05,61,Decreasing
LI,2020-09-05,0,Stable
LT,2020-09-05,0,Stable
LU,2020-09-05,0,Decreasing
LV,2020-09-05,1,Increasing
MT,2020-09-05,4,Increasing
NL,2020-09-05,17,Increasing
NO,2020-09-05,0,Decreasing
PL,2020-09-05,81,Increasing
PT,2020-09-05,20,Decreasing
RO,2020-09-05,311,Stable
SE,2020-09-05,14,Decreasing
SI,2020-09-05,2,Decreasing
SK,2020-09-05,4,Increasing
AT,2020-09-12,14,Increasing
BE,2020-09-12,17,NA
BG,2020-09-12,46,Stable
CH,2020-09-12,17,Increasing
CY,2020-09-12,0,Decreasing
CZ,2020-09-12,22,Increasing
DE,2020-09-12,23,Decreasing
DK,2020-09-12,3,Increasing
EE,2020-09-12,0,Stable
ES,2020-09-12,329,Increasing
FI,2020-09-12,6,Increasing
FR,2020-09-12,204,Increasing
GB,2020-09-12,126,Increasing
GR,2020-09-12,22,Increasing
HR,2020-09-12,21,Increasing
HU,2020-09-12,9,Increasing
IE,2020-09-12,6,Increasing
IS,2020-09-12,0,Stable
IT,2020-09-12,69,Increasing
LI,2020-09-12,0,Stable
LT,2020-09-12,1,Decreasing
LU,2020-09-12,0,Decreasing
LV,2020-09-12,0,Decreasing
MT,2020-09-12,1,Stable
NL,2020-09-12,12,Decreasing
NO,2020-09-12,1,Decreasing
PL,2020-09-12,69,Decreasing
PT,2020-09-12,22,Stable
RO,2020-09-12,277,Stable
SE,2020-09-12,11,Decreasing
SI,2020-09-12,0,Decreasing
SK,2020-09-12,1,Decreasing
AT,2020-09-19,21,Increasing
BE,2020-09-19,21,NA
BG,2020-09-19,38,Decreasing
CH,2020-09-19,20,Increasing
CY,2020-09-19,1,Increasing
CZ,2020-09-19,46,Increasing
DE,2020-09-19,37,Increasing
DK,2020-09-19,5,Increasing
EE,2020-09-19,0,Decreasing
ES,2020-09-19,748,Increasing
FI,2020-09-19,2,Increasing
FR,2020-09-19,358,Increasing
GB,2020-09-19,191,Increasing
GR,2020-09-19,29,Increasing
HR,2020-09-19,26,Increasing
HU,2020-09-19,42,Increasing
IE,2020-09-19,9,Increasing
IS,2020-09-19,0,Stable
IT,2020-09-19,89,Increasing
LI,2020-09-19,0,Stable
LT,2020-09-19,1,Decreasing
LU,2020-09-19,0,Stable
LV,2020-09-19,1,Stable
MT,2020-09-19,4,Increasing
NL,2020-09-19,22,Stable
NO,2020-09-19,2,Increasing
PL,2020-09-19,100,Increasing
PT,2020-09-19,39,Increasing
RO,2020-09-19,275,Stable
SE,2020-09-19,19,Increasing
SI,2020-09-19,6,Increasing
SK,2020-09-19,1,Increasing
AT,2020-09-26,30,Increasing
BE,2020-09-26,30,Increasing
BG,2020-09-26,34,Decreasing
CH,2020-09-26,13,Increasing
CY,2020-09-26,0,Stable
CZ,2020-09-26,92,Increasing
DE,2020-09-26,68,Increasing
DK,2020-09-26,13,Increasing
EE,2020-09-26,0,Stable
ES,2020-09-26,737,Increasing
FI,2020-09-26,4,Increasing
FR,2020-09-26,407,Increasing
GB,2020-09-26,288,Increasing
GR,2020-09-26,45,Increasing
HR,2020-09-26,25,Increasing
HU,2020-09-26,55,Increasing
IE,2020-09-26,10,Increasing
IS,2020-09-26,0,Stable
IT,2020-09-26,126,Increasing
LI,2020-09-26,0,Stable
LT,2020-09-26,3,Increasing
LU,2020-09-26,0,Stable
LV,2020-09-26,0,Decreasing
MT,2020-09-26,12,Increasing
NL,2020-09-26,91,Increasing
NO,2020-09-26,3,Increasing
PL,2020-09-26,142,Increasing
PT,2020-09-26,45,Increasing
RO,2020-09-26,285,Stable
SE,2020-09-26,15,Stable
SI,2020-09-26,5,Increasing
SK,2020-09-26,5,Increasing
AT,2020-10-03,35,Increasing
BE,2020-10-03,70,Increasing
BG,2020-10-03,52,Increasing
CH,2020-10-03,10,Decreasing
CY,2020-10-03,0,Stable
CZ,2020-10-03,120,Increasing
DE,2020-10-03,75,Increasing
DK,2020-10-03,6,Increasing
EE,2020-10-03,3,Increasing
ES,2020-10-03,854,Increasing
FI,2020-10-03,2,Decreasing
FR,2020-10-03,455,Increasing
GB,2020-10-03,435,Increasing
GR,2020-10-03,29,Increasing
HR,2020-10-03,24,Stable
HU,2020-10-03,82,Increasing
IE,2020-10-03,8,Increasing
IS,2020-10-03,0,Stable
IT,2020-10-03,150,Increasing
LI,2020-10-03,0,Stable
LT,2020-10-03,6,Increasing
LU,2020-10-03,1,Increasing
LV,2020-10-03,2,Increasing
MT,2020-10-03,7,Increasing
NL,2020-10-03,83,Increasing
NO,2020-10-03,5,Increasing
PL,2020-10-03,180,Increasing
PT,2020-10-03,51,Increasing
RO,2020-10-03,260,Stable
SE,2020-10-03,15,Increasing
SI,2020-10-03,9,Increasing
SK,2020-10-03,10,Increasing
AT,2020-10-10,61,Increasing
BE,2020-10-10,131,Increasing
BG,2020-10-10,50,Increasing
CH,2020-10-10,14,Decreasing
CY,2020-10-10,3,Increasing
CZ,2020-10-10,237,Increasing
DE,2020-10-10,77,Increasing
DK,2020-10-10,13,Increasing
EE,2020-10-10,1,Increasing
ES,2020-10-10,843,Stable
FI,2020-10-10,5,Increasing
FR,2020-10-10,462,Increasing
GB,2020-10-10,625,Increasing
GR,2020-10-10,31,Stable
HR,2020-10-10,24,Stable
